phrase,abbr,count
Tailored Navigation Intervention,TNI,1
Tailored Interactive Media Intervention,TIMI,1
Tai Chi,TC,1
Tabecular Meshwork,TM,1
TSH binding inhibition,TBI,1
TNFalpha related apoptosis inducing ligand,TRAIL,1
TNF receptor associated factor,TRAF6,1
TNF alpha converting enzyme,TACE,1
TNF Receptor Associated Factors,TRAF,1
TNF Receptor Associate Factors,TRAFs,1
TH response elements,TREs,1
TGN localization signals,TLSs,1
TGFbeta receptors,TbetaR,1
TGFbeta receptor,TbetaR2,1
TGFbeta receptor,TbetaR3,1
TGFbeta inhibitory element,TIE,1
TGFbeta control element,TCE,1
TGFb receptor,TbR2,1
TGFb activated kinase,TAK1,1
TBP like protein,TLP,1
TATA box protein,TBP,1
TAL associated repetitive element,TARE,1
T3 response elements,TREs,1
T2 weighted,T2W,1
T2 Relaxation Under Spin Taggin,TRUST,1
T1 weighted,T1W,1
T1 diabetes,T1D,1
T.cruzi trans sialidase,TcTS,1
T. vaginalis,TV,1
T type Ca2+ channels,TTCC,1
T regulatory,TReg,1
T regulatory,|TReg,1
T prostanoid,TP,1
T follicular regulatory,TFR,1
T cell vaccination,TCV,1
T cell receptor transgenic,TCRTg,1
T cell receptor,TCRtg,1
T cell growth factors,TCGF,1
T cell depletion,TCD,1
T celI receptor,TCR,1
T antigen,sTAg,1
T antigen,TAg,1
System lupus erythematosus,SLE,1
Synergistic Activation Mediator,SAM,1
Synaptic Cell Adhesion Molecules,SynCAMs,1
Symptom Management Toolkit,SMT,1
Sympathetic nervous activity,SNA,1
Sydenhams chorea,SC,1
Switch substrate retroviruses,SSRs,1
Sustained lateral inhibition,SLI,1
Surgical site infections,SSI,1
Surgical resection,SR,1
Surface Tethered Iterative Carbohydrate Synthesis,STICS,1
Suppressors of Cytokines Signaling,SOCS,1
Supportive Therapy,ST,1
Supportive Psychoeducation Control,SPC,1
Supplemental Security Disability Insurance,SSDI,1
Super paramagnetic iron oxide,SPIO,1
Sun Safe Workplaces,SSW,1
Summer day camps,SDCs,1
Sulfolobus Turistus Icosahedral Virus,STIV,1
Sulfolobus Islandicus Rodshaped Virus,SIRV,1
Sulfadoxine pyrimethamine,SP,1
Suffolk County Mental Health Project,SCMHP,1
Substituted amphetamines,SA,1
Substance Abuse Treatment Facility,SATF,1
Stylish Man Program,SMP,1
Stylish Man Event,SMEvent,1
Studies of Left Ventricular Dysfunction,SOLVD,1
Student Assistance Program,SAP,1
Structured Product Labels,SPL,1
Structured Pain Behavior task,SPBT,1
Structure Activity Relationships Through Sequencing,StARTS,1
Structural variations,SVs,1
"Strong Men, Strong Communities",SMSC,1
Strong Heart Stroke Study,SHSS,1
Strong Heart Family Study,SHFS,1
Stromal Cell Protein,SCP,1
Stroke Progress Review Group,SPRG,1
Stretch activation,SA,1
Stressful life events,SLEs,1
Stress Management Education,SME,1
Strengths based case management,SBCM,1
Story Sharing,StS,1
Stop Light Diet,SLDm,1
Stimulating Hematology Investigation: New Endeavors,SHINE,1
Stimulated Raman Spectroscopy,SRS,1
Steroid receptors,SRs,1
Stepping Up to High School,SUTHS,1
Stem loop probes,SLPs,1
Stem cell transplant,SCT,1
Steered Molecular Dynamics,SMD,1
Status Quo,SQ,1
State Trait Anxiety Inventory,STAI,1
State Teachers Retirement System,STRS,1
State Dependent Gating,SDG,1
Startle eyeblink modification,SEM,1
Staphylococcus aureus,SpA,1
Staphyloccocal Enterotoxin A,SEA,1
Stanford University,SU,1
Stanford Microarray Database,SMD,1
Standardized Nursing Intervention Protocol,SNIP,1
Standardized Implementation Model,SIM,1
Standard Scrapie Cell Assay,SSCA,1
Standard Model,SM,1
Standard Medical Management,SMM,1
Standard Intervention,SI,1
Standard Industry Code,SIC,1
Standard Home Health,SHH,1
St. Lawrence Island,SLI,1
St. Jude Cancer Survivors Tobacco Quit Line,SJCSTQL,1
Src homology,SH2,1
Sptl6 Pob3 Nhp6,SPN,1
Spreading depolarizations,SDs,1
Sprague Dawley rats,SDR,1
Spontaneously hypertensive rates,SHR,1
Spontaneously Hypertensive Heart Failure,SHHF,1
Spontaneous Quitters,SQs,1
Spontaneous Nanoscale Tracer Motions,SNTM,1
Spontaneous Dwarf rat,SDR,1
Sperm oolemma penetration,SOP,1
Speech Transmission Index,sSTI,1
Speech Intelligibility Index,SII,1
Speech Delay,SD,1
Special Emphasis Panel,SEP,1
Spatio temporal convergent,STC,1
Spasmodic dysphonia,SD,1
Sparstolonin B,SsnB,1
Spaced Retrieval,SR,1
Space Motion Sickness,SMS,1
Soy Health Effects,SHE,1
Southwest Regional Primate Research Center,SRPRC,1
Southern White English,SWE,1
Southern Research Institute,SRI,1
Southern African American English,SAAE,1
South Oaks Gambling Screen,SOGS,1
South East Asian countries,SEACs,1
South Coast Air Basin,SoCAB,1
South Carolina,SC,1
South Bronx,SBx,1
South Asians,SAs,1
Sos recruitment system,SRS,1
Sonic Flashlight,SF,1
Son of Sevenless,SOS,1
Somalian American,SA,1
Soil transmitted helminths,STHs,1
Software Development Kit,SDK,1
Social Skills Rating System,SSRS,1
Social Security Income,SSI,1
Social Security Early Retirement,SSER,1
Social Security Disability Insurance,SSDI,1
Social Science Genetic Association Consortium,SSGAC,1
Social Rhythm Metric,SRM,1
Social Responsiveness Scale,SRS,1
Social Relations Model,SRM,1
Social Norms Marketing Research Project,SNMRP,1
Social Marketing Theory,SMT,1
Social Learning Theory,SLT,1
Social Development Research Group,SDRG,1
Social Development Curriculum,SDC,1
Social Action Theory,SAT,1
Snow Mountain agent,SMA,1
Snf2 related CREBBP activator protein,SRCAP,1
Smith Magenis syndrome,SMS,1
Small vessel cerebrovascular disease,SVCD,1
Small intestinal carcinoids,SICs,1
Small bowel transplantation,SBT,1
Smad binding domain,SBD,1
Smad Binding Elements,SBE,1
Slow transit constipation,STC,1
Slow inactivation,SI,1
Sleep Timing Questionnaire,STQ,1
Sleep Heart Health Study,SHHS,1
Sleep Apnea Global Interdisciplinary Consortium,SAGIC,1
Skin fibroblasts,SF,1
Skin SCC Medical Oncology Program,SSMOP,1
Sjvgrens syndrome,SS,1
Sjogrens syndrome,pSS,1
Sjogrens International Clinical Collaborative Alliance,SICCA,1
Sis Inducible Element,SIE,1
Single molecule detection,SMD,1
Single cell networking profiles,SCNP,1
Single Shot Fast Spin Echo,SSFSE,1
Single Molecule Speckle,SiMS,1
Single Molecule Pulldown,SiMPull,1
Single End Invasion,SEI,1
"Sindbis virus,",SV,1
Sinclair Research Farm,SRF,1
Simple Sequence Repeats,SSRs,1
Simple Motif Search,SMS,1
Similarity Ensemble Approach,SEA,1
Silk fibroin,SF,1
Silent Intralesional Microhemorrhage,SIM,1
Silent Information Regulator,SIR,1
Silencer Associated Factor,SAF,1
Silenced Induced Potentiation,SIP,1
Signal in noise,SIN,1
Side Fall Risk Index,SFRI,1
Sick building syndrome,SBS,1
Shutter Speed Model,SSM,1
Shroom Binding Domain,SBD,1
Short Physical Performance Battery,SPPB,1
Short Lag Spatial Coherence,SLSC,1
Shock Trauma Center,STC,1
Shine Delgarno,SD,1
Shine Dalgarno,SD,1
Shanghai Mens Health Study,SMHS,1
Sgs1 Top3 Rmi1,STR,1
Sezary syndrome,SS,1
Seychelles Child Development Study,SCDS,1
Seychelles Child Development Nutrition Study,SCDNS,1
Sexually Explicit Media,SEM,1
Sexual Relationship Power Scale,SRPS,1
Sexual Minority Stress Theory,SMST,1
Sexual Compulsivity,SC,1
Sex region Y,SRY,1
Sex comb extra,SCE,1
Severe systemic inflammation,SSI,1
Serum Resistance Associated,SRA,1
Sertoli cells,SCs,1
Serrated Pathway Syndrome,SPS,1
Serotonin/Norepinephrine Reuptake Inhibitors,SRIs,1
Ser15 phosphorylation,Ser15P,1
Sequence context dependent,SCD,1
Sequence Read Archive,SRA,1
Sequence Ontology,SO,1
Separated Interface Nerve Electrode,SINE,1
Sensory prediction errors,SPEs,1
Sensory Decision Theory,SDT,1
Sendai virus,SV,1
Semliki Forrest virus,SFV,1
Semantic Network,SN,1
Self injuring behavior,SIB,1
Self esteem,SE,1
Self Regulation Model,SRM,1
Self Control Improvement Intervention,SCII,1
Selenoprotein S,SelS,1
Selenium Trial,SeT,1
Selective Enhanced Enzyme Delivery System,SEEDS,1
Selective Ah receptor modulator,SAhRM,1
Seeking Safety,SS,1
Secretory granules,SGs,1
Secondary Progressive Multiple Sclerosis,SPMS,1
Second Window of Protection,SWOP,1
Second Life,SL,1
Second Heart Field,pSHF,1
Second Generation Sequencing,SGS,1
Sec incorporation complex,SIC,1
Seattle Obesity Study,S.O.S,1
Seattle Obesity Study,SOS,1
Seattle Longitudinal Study,SLS,1
Scoliosis Research Society,SRS,1
Scleroderma lung disease,SLD,1
Schwartz Jampel syndrome,SJS,1
Schwann cells,pSC,1
School based health centers,SBHCs,1
School Wide Positive Behavior Support,SWPBS,1
School Breakfast Program,SBP,1
Schnyder corneal dystrophy,SCD,1
Schlemms canal endothelial,SCE,1
Scheduled gradual reduction,SGR,1
Scanning confocal laser microscopy,SCLM,1
Scanning Ion Conductance Microscopy,SICM,1
Scanning Equalization Digital Mammography,SEDM,1
Scaffolding protein,SP,1
Saturation Transfer Difference,STD,1
Satellite Tobacco Necrosis Virus,STNV,1
Saskatchewan Prescription Drug Plan,SPDP,1
Saphenous vein graft,SV.G,1
San Ysidro Health Center,SYHC,1
San Luis Valley,SLV,1
San Francisco Health Network,SFHN,1
San Diego Population Study,SDPS,1
Sam68/SLM nuclear bodies,SNBs,1
Salvinorin A,SalvA,1
Salmonella typhimurium,ST,1
Salmonella Typhi,STy,1
Saint Louis University,SLU,1
Saharan Africa,sSA,1
Safety in Seconds,SIS,1
Safe Direct Current Stimulation,SDCS,1
Saethre Chotzen Syndrome,SCS,1
SUMO targeted ubiquitin ligation,STUbL,1
SUMO targeted ubiquitin ligases,STUbLs,1
SUMO targeted ubiquitin ligase,STUbL,1
SUMO like domains,SLDs,1
SUMO interacting motifs,SIMs,1
SPOP binding,SB,1
SLAM associated protein,SAP,1
SECIS binding protein,SBP2,1
SCN Circadian Oscillatory Protein,SCOP,1
SAC silencing network,SSN,1
S6 kinase,p70S6K,1
S6 kinase,SK1,1
S. pombe DNA endonuclease,SPDE,1
S. epidermidis,SE,1
S layer homology,SLH,1
Russian Spring Summer encephalitis,RSSE,1
Russia Longitudinal Monitoring Survey,RLMS,1
Rush University,RU,1
Rural Breast Cancer Survivors,RBCS,1
Rules Based Medicine,RBM,1
RubisCO like protein,RLP,1
Row Training,RT,1
Round window,RW,1
Rouen Y gastric bypass,RYGB,1
Roswell Park Cancer Institute,RPCI,1
Ross River virus,RRV,1
Rolling circle replicating,RCR,1
Roll Your Own,RYO,1
Role Induction,RI,1
Rodnan skin score,mRSS,1
Rochester Family Heart Study,RFHS,1
Robotic Assisted Radical Cystectomy,RARC,1
Roberts syndrome,RS,1
Robert Wood Johnson Foundation,RWJF,1
Risked Iron Sulfur Protein,RISP,1
Risk of Paradoxical Embolism,ROPE,1
Risk Assessment Project,RAP,1
Ring Compton Camera,RCC,1
Rif1 epigenetic silencing complex,RESC,1
Rieske iron sulfur protein,RISP,1
Richters transformation,RT,1
Ribosome inactivating proteins,RIPs,1
Ribosomal S6 Kinase,RSK,1
Ribonulease Protection Assays,RPAs,1
Ribonucleotide Reductase,R1R2,1
Ribbon Associated Ca2+ Indicator,RACI,1
Rhode Island Child Health Study,RICHS,1
Rhode Island,RI,1
RhoGTPase binding domain,RBD,1
Rho GTPase activating proteins,RhoGAPs,1
Rho GDP dissociation inhibitor,RhoGDI,1
Revised Health Belief Model,RHBM,1
Reverse Gene Therapy,RGT,1
Rev/Rev responsive element,RRE,1
Rev Interacting Protein,hRIP,1
Retinitis Pigmentosa GTPase Regulator,RPGR,1
Retinal degeneration slow,RDS,1
Retinal Thickness Analyzer,RTA,1
Retinal Ganglion Cells,ipRGC,1
Reticular Activating System,RAS,1
Restriction Enzyme Generated siRNAs,REGS,1
Resting B Lymphocytes,RBLs,1
Responsivity Training,RT,1
Response elements,coRE,1
Response Evaluation Criteria in Solid Tumors,RECIST,1
Respiratory Epithelial Cell,REC,1
Resource Translation Intervention Process,RTIP,1
Resource Limited Settings,RLS,1
Resistiveness to care,RTC,1
Resistant DNA Synthesis,RDS,1
Residual depressive symptoms,RDS,1
Research assistants,RAs,1
Research Domains Criteria,RDoC,1
Research Diagnostic Project,RDP,1
Research Diagnostic Criteria,RDC,1
Research Data Assistance Center,ResDAC,1
Representational Similarity Analysis,RSA,1
Replication Restart Proteins,RRPs,1
Replication Initiation Point,RIP,1
Repetitive hypoxic preconditioning,RHP,1
Rep recognition sequence,RRS,1
Rensselaer Polytechnic Institute,RPI,1
Renal tubular epithelial,RTE,1
Renal coloboma syndrome,RCS,1
Renal Cell Carcinoma,cRCC,1
Remote Food Photography Method,RFPM,1
"Relational Parenting Mothers Group,",RPMG,1
Relational Agents,RAs,1
Reissners membrane,RM,1
Reinforcement Based Treatment,RBT,1
Rehabilitative Impairment Domains,RID,1
Registered Dietitians,RDs,1
Regional Primate Research Centers,RPRCs,1
Regenstreif Medical Record System,RMRS,1
Reflective Parenting Program,RPP,1
Refined Semantic Network,RSN,1
Reductive Stress,RS,1
Reduced echinocandin susceptibility,RES,1
Reduce Alcohol First in Kenya Intervention,RAFIKI,1
Recycling Endosomes,RE,1
Recurrent Pain Syndromes,RPS,1
Rectoanal incontinence,RI,1
Recreational Cocaine Users,RCUs,1
Recovery Management Checkups,RMCs,1
Recovery High Schools,RHSs,1
Reconnecting Youth,RY,1
Recommended Food Score,RFS,1
Recombinant congenic strains,RCS,1
Recombinant attenuated Salmonella,RAS,1
Recombinant QTL Introgression,RQI,1
Recombinant Inbred Strains,RIS,1
Recombinant Inbred Advanced Intercross Lines,RIAILs,1
Receptors Advanced Glycated Endproducts,RAGE,1
Receptor kinases,RKs,1
Recent Latino Immigrant Study,RLIS,1
Reagan Udall Foundation,RUF,1
Reactive oxidant species,ROS,1
Reactive nitrogen oxygen species,RNOS,1
Re replication induced gene amplification,RRIGA,1
Raynauds phenomenon,RP,1
Rat Pup Scoring System,RPSS,1
Rat Genome Database,RGD,1
Rasmussens syndrome,RS,1
Rasagenthi Lehyam,cRL,1
Ras response element,RRE,1
Ras interacting domain,RID,1
Ras binding domain,RBD,1
Ras Signaling Modifier,RSM,1
Rare Disease Clinical Research Center,RDCRC,1
Rare Cancer Genetics Registry,RCGR,1
Rapid Plasma Reagin,RPR,1
Rapid Case Ascertainment,RCA,1
Rap interacting Adaptor Molecule,RIAM,1
Random coefficient regression,RCR,1
Random External Vibration Ultrasound Elastography,REVUE,1
Rancho Los Amigos National Rehabilitation Center,RLANRC,1
Rana catesbeiana,RC,1
Raman spectroscopy,RS,1
Rakai Community Cohort Survey,RCCS,1
Radiation treatment planning,RTP,1
Radiation induced pulmonary fibrosis,RIPF,1
Radiation induced heart disease,RIHD,1
Radiation Effects Research Foundation,RERF,1
Racial residential segregation,RRS,1
RTN3 immunoreactive dystrophic neurites,RIDNs,1
ROS activated APE1 protease,RAAP,1
RNase L inhibitor,RLI,1
RNI polymerases,RPs,1
RNASE protection assay,RPA,1
RNA transport/transplantation sequence,RTS,1
RNA overhang cloning,ROC,1
RNA induced silencing complexes,RISCs,1
RNA granules,RGs,1
RNA granule,RG,1
RNA dependent RNA polymerase,RDRP,1
RNA binding proteins,ucRBPs,1
RNA binding motif,dsRBM,1
RNA binding domains,RBDs,1
RNA Fragments,tRFs,1
RNA Binding Domain,RBDs,1
RIP homotypic interaction motif,RHIM,1
RING finger binding protein,RFBP,1
RING finger,RF,1
RING between RING,RBR,1
RGS homology,RH,1
REM sleep deprivation,RSD,1
"RCC, clear cell",ccRCC,1
RAFT1 interacting proteins,RIPs,1
R7 Binding Protein,R7BP,1
Quit Lines,QL,1
Quinone reductase,QR1,1
Queen Elizabeth Central Hospital,QECH,1
Quasi bootstrp,QB,1
Quartz Crystal Microbalance,QCM,1
Quantitative Traits Loci,QTL,1
Quantitative Retention Activity Relationships,QRAR,1
Quantitative Evolutionary Dynamics,QED,1
Quantitative Complementation,rQC,1
Quantitative Chromatin Profiling,QCP,1
Quality of Life Scale,QOLS,1
Quality Measures,QMs,1
Pyrazoline type insecticides,PTIs,1
Purine Repressor,PurR,1
Purging Disorder,PD,1
Pupil Unrest Index,PUI,1
Pulmonary alveolar microlithiasis,PAM,1
Pulmonary Hypoplasia,PH,1
Pulmonary Arterial Endothelial Cell,PAEC,1
Puerto Rico,PR,1
Puerto Rican,PR,1
Psychotic spectrum disorders,PSD,1
Psychomedical Outreach Intervention,POI,1
Psychological autopsy,PA,1
Psychoeducational support groups,PSGs,1
Psychiatric Epidemiology Research Interview,PERI,1
Psychiatric Diagnostic Screening Questionnaire,PDSQ,1
Prp19 complex,Prp19C,1
Proyecto Orgullo+,PO+,1
Proyecto Orgullo,PO,1
Proximal tubular epithelial cells,PTEC,1
Providence Family Study,PFS,1
Proton therapy,PT,1
Proton coupled electron transfers,PCETs,1
Proton beam radiation therapy,PBRT,1
Protein S,ProS,1
Protein Nano Object Integrator,ProNOI,1
Protein Misfolding Disorders,PMDs,1
Protein Kinase Cs,PKCs,1
Protein Kinase C alpha,PKCA,1
Protein Information Resource,PIR,1
Protein Evolution,ProEvo,1
Protein Arginine Deiminase,PAD,1
Protease Operated Depots,PODs,1
Prosthetic heart valves,PHV,1
Prosthesis Evaluation Questionnaire,PEQ,1
Prostate Stem Cell Antigen,PSCA,1
Prostate Samples Analysis,mPSA,1
Prostate Cancer Outcomes Study,PCOS,1
Prospective memory,ProM,1
Prospective Huntington At Risk Observational Study,PHAROS,1
Propensity Score Estimates,PSE,1
Promoting Resilient Children Initiative,PRCI,1
Promoter Targeting Sequence,PTS,1
Prolyl leucyl glycinamide,PLG,1
Prolonged Grief,PG,1
Project TALENT,PT,1
Project Success,PS,1
Project Northland Chicago,PNC,1
Project Heart,PH,1
Progressive External Ophthalmoplegia,adPEO,1
Programmed genome rearrangement,PGR,1
Prodrug gene therapy,PGT,1
Procollagen C proteinases,PCPs,1
Problem Solving Education,PSE,1
Problem Solving,PS,1
Probability Discrete Event System,PDES,1
Pro Oxidant Proteins,POP,1
Private School Survey,PSS,1
Prior Image Constrained Compressed Sensing,PICCS,1
Principal Investigator,P.I,1
Primitive Streak,PS,1
Primary mesenchyme cells,PMCs,1
Primary and Secondary Control Enhancement Training,PASCET,1
Primary aldosteronsism,PA,1
Primary Mental Health Project,PMHP,1
Primary Lateral Sclerosis,PLS,1
Primary Insomnia,PI,1
Primary Infection Clinic,PIC,1
Primary Effussion Lymphoma,PEL,1
Primary Cogenital Glaucoma,PCG,1
Primary Behavioral Health Care Integration,PBHCI,1
Prevention point,PP,1
Preventing Addiction Related Suicide,PARS,1
Prevent All Cigarette Trafficking,PACT,1
Pressure ulcers,PU,1
Prespeech Milieu Teaching,PMT,1
Prescriptive Therapy,PT,1
Prescription monitoring programs,PMPs,1
Prescription drug monitoring programs,PDMPs,1
Prescribing Guide,PG,1
Prenatal Yoga Program,PYP,1
Prenatal Walking Program,PWP,1
Preliminary results,PR,1
Pregnancy specific glycoproteins,PSGs,1
Pregnancy Risk Assessment Monitoring System,PRAMS,1
Pregnancy Associated Progenitor Cell,PAPC,1
Preferences as Memories,PAM,1
Predetermined Asthma Criteria,PAC,1
Preconception Counseling,PC,1
Precipitating Events Project,PEP,1
Pre Pulse Inhibition,PPI,1
Practice Partner Research Networks,PPRNet,1
PrPSc precursor,PrP*,1
Potycomb group,PcG,1
Potential drug drug interactions,PDDIs,1
Potential Smoothing Search,PSS,1
Postpartum psychosis,PP,1
Postpartum mood disorders,PMD,1
Posterior polymorphous corneal dystrophy,PPCD,1
Posterior Interposed Nucleus,PIN,1
Post transplantation lymphoproliferative disorders,PTLD,1
Post transplant lymphoproliferative disease,PTLD,1
Post translation modifications,PTM,1
Post transcriptional regulatory elements,PTREs,1
Post hemorrhagic hydrocephalus,PHH,1
Post cessation weight gain,PCWG,1
Post Traumatic Headache,PTH,1
Positive Outcomes for Orphans,POFO,1
Portuguese Island Cohort,PIC,1
